ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3005358,178,22/8/2022 14:48,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿55,฿0,฿0,฿55,฿0,฿0,฿0
3005357,179,22/8/2022 14:40,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,-฿15,฿0,฿150,฿0,฿0,฿0
3005356,180,22/8/2022 14:23,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3005355,181,22/8/2022 13:59,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿88,-฿12,฿0,฿88,฿0,฿0,฿0
3005354,182,22/8/2022 13:18,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿335,฿0,฿0,฿335,฿0,฿0,฿0
3005353,183,22/8/2022 12:47,นุ่น,ทานที่ร้าน,-,เงินสด,฿591,฿0,฿0,฿601,฿0,฿10,฿0
3005352,184,22/8/2022 12:43,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿592,฿0,฿0,฿592,฿0,฿0,฿0
3005351,185,22/8/2022 12:12,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3005350,186,22/8/2022 11:55,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿85,฿0,฿0,฿85,฿0,฿0,฿0
3005349,187,22/8/2022 11:25,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3005348,188,22/8/2022 10:52,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿195,-฿15,฿0,฿195,฿0,฿0,฿0
3005347,189,22/8/2022 10:44,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3005346,190,20/8/2022 21:55,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3005345,191,20/8/2022 21:19,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿314,฿0,฿0,฿314,฿0,฿0,฿0
3005344,192,20/8/2022 21:01,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿267,฿0,฿0,฿267,฿0,฿0,฿0
3005343,193,20/8/2022 20:48,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿110,-฿15,฿0,฿110,฿0,฿0,฿0
3005342,194,20/8/2022 20:37,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿360,฿0,฿0,฿360,฿0,฿0,฿0
3005341,195,20/8/2022 19:53,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿369,฿0,฿0,฿369,฿0,฿0,฿0
3005340,196,20/8/2022 19:45,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3005339,197,20/8/2022 19:19,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿110,฿0,฿0,฿110,฿0,฿0,฿0
3005338,198,20/8/2022 19:06,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿239,฿0,฿0,฿239,฿0,฿0,฿0
3005337,199,20/8/2022 19:05,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿125,-฿15,฿0,฿125,฿0,฿0,฿0
3005336,200,20/8/2022 18:49,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿132,฿0,฿0,฿132,฿0,฿0,฿0
3005335,201,20/8/2022 18:44,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿97,฿0,฿0,฿97,฿0,฿0,฿0
3005334,202,20/8/2022 18:21,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3005333,203,20/8/2022 17:56,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿684,฿0,฿0,฿684,฿0,฿0,฿0
3005332,204,20/8/2022 17:37,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿495,-฿15,฿0,฿495,฿0,฿0,฿0
3005331,205,20/8/2022 17:29,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿355,฿0,฿0,฿355,฿0,฿0,฿0
3005330,206,20/8/2022 17:28,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿436,฿0,฿0,฿436,฿0,฿0,฿0
3005329,207,20/8/2022 17:06,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿245,฿0,฿0,฿245,฿0,฿0,฿0
3005328,208,20/8/2022 16:37,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3005327,209,20/8/2022 16:30,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿469,฿0,฿0,฿469,฿0,฿0,฿0
3005326,210,20/8/2022 16:09,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿275,฿0,฿0,฿275,฿0,฿0,฿0
3005325,211,20/8/2022 15:53,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿254,฿0,฿0,฿254,฿0,฿0,฿0
3005324,212,20/8/2022 15:25,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3005323,213,20/8/2022 14:39,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿294,฿0,฿0,฿294,฿0,฿0,฿0
3005322,214,20/8/2022 14:38,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿240,-฿15,฿0,฿240,฿0,฿0,฿0
3005321,215,20/8/2022 14:17,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿125,฿0,฿0,฿125,฿0,฿0,฿0
3005320,216,20/8/2022 14:09,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3005319,217,20/8/2022 14:04,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,-฿15,฿0,฿150,฿0,฿0,฿0
3005318,218,20/8/2022 13:26,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿205,฿0,฿0,฿500,฿0,฿295,฿0
3005317,219,20/8/2022 13:19,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿700,฿0,฿0,฿700,฿0,฿0,฿0
3005316,220,20/8/2022 12:59,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿538,฿0,฿0,฿538,฿0,฿0,฿0
3005315,221,20/8/2022 12:46,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿500,-฿60,฿0,฿500,฿0,฿0,฿0
3005314,222,20/8/2022 12:32,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3005313,223,20/8/2022 12:29,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿300,฿0,฿0,฿300,฿0,฿0,฿0
3005312,224,20/8/2022 12:22,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3005311,225,20/8/2022 12:04,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿655,฿0,฿0,฿655,฿0,฿0,฿0
3005310,226,20/8/2022 12:02,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿234,฿0,฿0,฿234,฿0,฿0,฿0
3005309,227,20/8/2022 11:44,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿88,-฿12,฿0,฿88,฿0,฿0,฿0
3005308,228,20/8/2022 10:40,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3005307,229,20/8/2022 10:08,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3005306,230,20/8/2022 9:59,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿135,-฿15,฿0,฿135,฿0,฿0,฿0
3005305,231,19/8/2022 21:29,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿249,฿0,฿0,฿249,฿0,฿0,฿0
3005304,232,19/8/2022 21:24,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿227,฿0,฿0,฿227,฿0,฿0,฿0
3005303,233,19/8/2022 21:13,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿348,฿0,฿0,฿348,฿0,฿0,฿0
3005302,234,19/8/2022 20:53,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3005301,235,19/8/2022 20:53,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿295,฿0,฿0,฿295,฿0,฿0,฿0
3005300,236,19/8/2022 20:50,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿459,฿0,฿0,฿459,฿0,฿0,฿0
3005299,237,19/8/2022 20:27,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿307,฿0,฿0,฿307,฿0,฿0,฿0
3005298,238,19/8/2022 19:48,นุ่น,ทานที่ร้าน,-,เงินสด,฿280,฿0,฿0,฿280,฿0,฿0,฿0
3005297,239,19/8/2022 19:41,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿212,฿0,฿0,฿212,฿0,฿0,฿0
3005296,240,19/8/2022 19:27,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿215,฿0,฿0,฿215,฿0,฿0,฿0
3005295,241,19/8/2022 19:04,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿249,฿0,฿0,฿249,฿0,฿0,฿0
3005294,242,19/8/2022 19:03,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿271,-฿48,฿0,฿271,฿0,฿0,฿0
3005293,243,19/8/2022 18:34,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿160,-฿15,฿0,฿160,฿0,฿0,฿0
3005292,244,19/8/2022 18:30,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿170,฿0,฿0,฿170,฿0,฿0,฿0
3005291,245,19/8/2022 18:21,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,-฿15,฿0,฿165,฿0,฿0,฿0
3005290,246,19/8/2022 18:09,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3005289,247,19/8/2022 17:41,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿270,฿0,฿0,฿270,฿0,฿0,฿0
3005288,248,19/8/2022 17:34,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿189,฿0,฿0,฿189,฿0,฿0,฿0
3005287,249,19/8/2022 17:32,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3005286,250,19/8/2022 17:18,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿274,฿0,฿0,฿274,฿0,฿0,฿0
3005285,251,19/8/2022 16:35,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿319,-฿56,฿0,฿319,฿0,฿0,฿0
3005284,252,19/8/2022 16:08,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3005283,253,19/8/2022 14:50,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3005282,254,19/8/2022 14:09,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿110,฿0,฿0,฿110,฿0,฿0,฿0
3005281,255,19/8/2022 13:45,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿285,-฿50,฿0,฿285,฿0,฿0,฿0
3005280,256,19/8/2022 13:39,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3005279,257,19/8/2022 13:01,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿309,฿0,฿0,฿309,฿0,฿0,฿0
3005278,258,19/8/2022 12:58,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3005277,259,19/8/2022 12:56,นุ่น,ทานที่ร้าน,-,เงินสด,฿524,฿0,฿0,"฿1,000",฿0,฿476,฿0
3005276,260,19/8/2022 12:48,นุ่น,ทานที่ร้าน,-,เงินสด,฿255,฿0,฿0,฿500,฿0,฿245,฿0
3005275,261,19/8/2022 12:46,นุ่น,ทานที่ร้าน,-,เงินสด,฿235,฿0,฿0,฿500,฿0,฿265,฿0
3005274,262,19/8/2022 12:45,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3005273,263,19/8/2022 12:38,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿560,฿0,฿0,฿560,฿0,฿0,฿0
3005272,264,19/8/2022 12:22,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3005271,265,19/8/2022 11:52,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3005270,266,19/8/2022 11:51,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿220,฿0,฿0,฿220,฿0,฿0,฿0
3005269,267,19/8/2022 11:16,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿285,-฿50,฿0,฿285,฿0,฿0,฿0
3005268,268,19/8/2022 10:42,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿107,-฿12,฿0,฿107,฿0,฿0,฿0
3005267,269,19/8/2022 10:07,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿389,฿0,฿0,฿389,฿0,฿0,฿0
3005266,270,19/8/2022 10:06,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿299,฿0,฿0,฿299,฿0,฿0,฿0
3005265,271,19/8/2022 9:56,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿325,-฿15,฿0,฿325,฿0,฿0,฿0
3005264,272,18/8/2022 20:49,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿509,-฿60,฿0,฿509,฿0,฿0,฿0
3005263,273,18/8/2022 20:30,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿135,฿0,฿0,฿135,฿0,฿0,฿0
3005262,274,18/8/2022 19:15,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3005261,275,18/8/2022 19:06,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿189,฿0,฿0,฿189,฿0,฿0,฿0
3005260,276,18/8/2022 18:53,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,-฿15,฿0,฿165,฿0,฿0,฿0
3005259,277,18/8/2022 18:44,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿288,-฿51,฿0,฿288,฿0,฿0,฿0
3005258,278,18/8/2022 18:27,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3005257,279,18/8/2022 18:19,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿260,฿0,฿0,"฿1,000",฿0,฿740,฿0
3005256,280,18/8/2022 17:25,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3005255,281,18/8/2022 17:00,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿384,฿0,฿0,฿384,฿0,฿0,฿0
3005254,282,18/8/2022 17:00,นุ่น,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3005253,283,18/8/2022 16:58,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿247,฿0,฿0,฿247,฿0,฿0,฿0
3005252,284,18/8/2022 15:46,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿88,-฿12,฿0,฿88,฿0,฿0,฿0
3005251,285,18/8/2022 14:01,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3005250,286,18/8/2022 13:50,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿405,฿0,฿0,฿405,฿0,฿0,฿0
3005249,287,18/8/2022 13:29,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3005248,288,18/8/2022 13:24,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3005247,289,18/8/2022 13:09,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿219,฿0,฿0,฿219,฿0,฿0,฿0
3005246,290,18/8/2022 12:57,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿305,฿0,฿0,฿305,฿0,฿0,฿0
3005245,291,18/8/2022 12:56,นุ่น,ทานที่ร้าน,-,เงินสด,฿780,฿0,฿0,"฿1,000",฿0,฿220,฿0
3005244,292,18/8/2022 12:49,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿215,฿0,฿0,฿215,฿0,฿0,฿0
3005243,293,18/8/2022 12:45,นุ่น,ทานที่ร้าน,-,เงินสด,฿483,฿0,฿0,"฿1,000",฿0,฿517,฿0
3005242,294,18/8/2022 12:44,นุ่น,ทานที่ร้าน,-,โอนเงิน,฿382,฿0,฿0,฿382,฿0,฿0,฿0
3005241,295,18/8/2022 12:28,นุ่น,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿570,-฿60,฿0,฿570,฿0,฿0,฿0
3005240,296,18/8/2022 12:26,นุ่น,ทานที่ร้าน,-,เงินสด,฿506,฿0,฿0,฿520,฿0,฿14,฿0
3005239,297,18/8/2022 12:20,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,-฿15,฿0,฿165,฿0,฿0,฿0
3005238,298,18/8/2022 11:19,นุ่น,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3005237,299,18/8/2022 11:18,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3005236,300,18/8/2022 10:59,นุ่น,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿85,฿0,฿0,฿85,฿0,฿0,฿0
3005235,301,18/8/2022 10:25,นุ่น,สั่งกลับบ้าน,Line Man,อื่นๆ,฿143,-฿15,฿0,฿143,฿0,฿0,฿0
