ref_no,time,vendor,bill_type,pickup_type,payment_method,sale,payment,tip,change
3001371,22/3/2022 19:19,2,2,7,3,240.0,240.0,0.0,0.0
3001372,22/3/2022 19:28,2,2,4,3,165.0,165.0,0.0,0.0
3001373,22/3/2022 19:49,2,1,1,1,160.0,160.0,0.0,0.0
3001374,22/3/2022 20:01,2,2,2,2,130.0,150.0,0.0,20.0
3001375,23/3/2022 11:10,2,2,4,1,135.0,135.0,0.0,0.0
3001376,23/3/2022 11:17,2,2,4,3,90.0,90.0,0.0,0.0
3001377,23/3/2022 11:19,2,2,4,3,175.0,175.0,0.0,0.0
3001378,23/3/2022 12:05,2,1,1,2,384.0,500.0,0.0,116.0
3001379,23/3/2022 12:19,2,1,1,2,104.0,110.0,0.0,6.0
3001380,23/3/2022 12:25,2,1,1,2,490.0,500.0,0.0,10.0
3001381,23/3/2022 12:35,2,1,1,1,77.0,77.0,0.0,0.0
3001382,23/3/2022 12:49,2,1,1,2,134.0,140.0,0.0,6.0
3001383,23/3/2022 12:52,2,2,7,3,130.0,130.0,0.0,0.0
3001384,23/3/2022 12:52,2,2,7,3,475.0,475.0,0.0,0.0
3001385,23/3/2022 12:52,2,2,7,3,200.0,200.0,0.0,0.0
3001386,23/3/2022 12:54,2,2,7,3,160.0,160.0,0.0,0.0
3001387,23/3/2022 12:55,2,2,2,3,399.0,399.0,0.0,0.0
3001388,23/3/2022 12:56,2,2,7,3,365.0,365.0,0.0,0.0
3001389,23/3/2022 12:56,2,2,4,3,75.0,75.0,0.0,0.0
3001390,23/3/2022 12:56,2,2,4,3,190.0,190.0,0.0,0.0
3001391,23/3/2022 12:57,2,2,7,3,155.0,155.0,0.0,0.0
3001392,23/3/2022 13:04,2,2,7,3,170.0,170.0,0.0,0.0
3001393,23/3/2022 13:16,2,1,1,1,625.0,625.0,0.0,0.0
3001394,23/3/2022 13:48,2,2,2,1,220.0,220.0,0.0,0.0
3001395,23/3/2022 13:56,2,2,4,3,300.0,300.0,0.0,0.0
3001396,23/3/2022 14:01,2,2,2,2,120.0,120.0,0.0,0.0
3001397,23/3/2022 14:19,2,2,4,3,180.0,180.0,0.0,0.0
3001398,23/3/2022 14:25,2,2,2,2,120.0,120.0,0.0,0.0
3001399,23/3/2022 14:52,2,2,4,3,150.0,150.0,0.0,0.0
3001400,23/3/2022 15:07,2,1,1,1,239.0,239.0,0.0,0.0
3001401,23/3/2022 15:35,2,1,1,2,464.0,500.0,0.0,36.0
3001402,23/3/2022 16:32,2,1,1,1,1869.0,1869.0,0.0,0.0
3001403,23/3/2022 16:45,2,2,4,3,229.0,229.0,0.0,0.0
3001404,23/3/2022 16:45,2,2,3,3,240.0,240.0,0.0,0.0
3001405,23/3/2022 16:45,2,2,4,3,165.0,165.0,0.0,0.0
3001406,23/3/2022 16:45,2,2,7,3,105.0,105.0,0.0,0.0
3001407,23/3/2022 16:45,2,2,3,3,480.0,480.0,0.0,0.0
3001408,23/3/2022 16:45,2,2,7,3,209.0,209.0,0.0,0.0
3001409,23/3/2022 16:45,2,2,7,3,130.0,130.0,0.0,0.0
3001410,23/3/2022 16:45,2,2,7,3,110.0,110.0,0.0,0.0
3001411,23/3/2022 16:45,2,2,4,3,460.0,460.0,0.0,0.0
3001412,23/3/2022 17:11,2,2,4,3,309.0,309.0,0.0,0.0
3001413,23/3/2022 17:21,2,2,7,3,145.0,145.0,0.0,0.0
3001414,23/3/2022 17:39,2,2,7,3,279.0,279.0,0.0,0.0
3001415,23/3/2022 17:51,2,2,4,3,150.0,150.0,0.0,0.0
3001416,23/3/2022 17:51,2,2,7,3,325.0,325.0,0.0,0.0
3001417,23/3/2022 18:05,2,2,4,3,255.0,255.0,0.0,0.0
3001418,23/3/2022 18:13,2,2,4,3,150.0,150.0,0.0,0.0
3001419,23/3/2022 18:15,2,2,4,3,180.0,180.0,0.0,0.0
3001420,23/3/2022 19:08,2,2,6,3,264.0,264.0,0.0,0.0
3001421,23/3/2022 19:23,2,2,3,3,150.0,150.0,0.0,0.0
3001422,23/3/2022 19:44,2,1,1,1,554.0,554.0,0.0,0.0
3001423,23/3/2022 20:18,2,2,4,3,180.0,180.0,0.0,0.0
3001424,23/3/2022 20:37,2,2,4,3,165.0,165.0,0.0,0.0
3001425,23/3/2022 20:42,2,1,1,1,464.0,464.0,0.0,0.0
3001426,23/3/2022 20:51,2,2,6,3,384.0,384.0,0.0,0.0
3001427,23/3/2022 20:51,2,2,7,3,130.0,130.0,0.0,0.0
3001428,23/3/2022 21:04,2,1,1,1,716.0,716.0,0.0,0.0
3001429,24/3/2022 11:09,2,2,2,1,65.0,65.0,0.0,0.0
3001430,24/3/2022 11:31,2,2,4,3,90.0,90.0,0.0,0.0
3001431,24/3/2022 11:31,2,2,6,3,165.0,165.0,0.0,0.0
3001432,24/3/2022 11:32,2,2,6,3,205.0,205.0,0.0,0.0
3001433,24/3/2022 11:32,2,2,3,3,270.0,270.0,0.0,0.0
3001434,24/3/2022 11:47,2,2,2,1,110.0,110.0,0.0,0.0
3001435,24/3/2022 12:05,2,2,2,2,65.0,500.0,0.0,435.0
3001436,24/3/2022 12:06,2,2,3,3,240.0,240.0,0.0,0.0
3001437,24/3/2022 12:11,2,2,7,3,195.0,195.0,0.0,0.0
3001438,24/3/2022 12:14,2,1,1,1,670.0,670.0,0.0,0.0
3001439,24/3/2022 12:15,2,2,2,1,55.0,55.0,0.0,0.0
3001440,24/3/2022 12:38,2,2,7,3,225.0,225.0,0.0,0.0
3001441,24/3/2022 12:38,2,2,7,3,160.0,160.0,0.0,0.0
3001442,24/3/2022 12:38,2,2,4,3,175.0,175.0,0.0,0.0
3001443,24/3/2022 12:47,2,1,1,2,371.0,1000.0,0.0,629.0
3001444,24/3/2022 12:57,2,2,6,3,378.0,378.0,0.0,0.0
3001445,24/3/2022 12:57,2,2,6,3,155.0,155.0,0.0,0.0
3001446,24/3/2022 12:57,2,2,4,3,279.0,279.0,0.0,0.0
3001447,24/3/2022 13:04,2,2,4,3,175.0,175.0,0.0,0.0
3001448,24/3/2022 13:20,2,2,4,3,350.0,350.0,0.0,0.0
3001449,24/3/2022 13:46,2,2,4,3,204.0,204.0,0.0,0.0
3001450,24/3/2022 13:46,2,2,4,3,105.0,105.0,0.0,0.0
3001451,24/3/2022 13:46,2,2,6,3,215.0,215.0,0.0,0.0
3001452,24/3/2022 16:00,2,2,6,3,165.0,165.0,0.0,0.0
3001453,24/3/2022 17:06,2,2,6,3,115.0,115.0,0.0,0.0
3001454,24/3/2022 17:06,2,2,3,3,279.0,279.0,0.0,0.0
3001455,24/3/2022 18:00,2,2,3,3,165.0,165.0,0.0,0.0
3001456,24/3/2022 18:00,2,2,3,3,429.0,429.0,0.0,0.0
3001457,24/3/2022 18:00,2,2,7,3,95.0,95.0,0.0,0.0
3001458,24/3/2022 18:28,2,1,1,1,341.0,341.0,0.0,0.0
3001459,24/3/2022 18:28,2,1,1,1,567.0,567.0,0.0,0.0
3001460,24/3/2022 18:28,2,2,4,3,444.0,444.0,0.0,0.0
3001461,24/3/2022 18:28,2,2,3,3,479.0,479.0,0.0,0.0
3001462,24/3/2022 18:40,2,2,7,3,80.0,80.0,0.0,0.0
3001463,24/3/2022 18:40,2,2,7,3,65.0,65.0,0.0,0.0
3001464,24/3/2022 18:40,2,2,7,3,65.0,65.0,0.0,0.0
3001465,24/3/2022 19:01,2,2,6,3,204.0,204.0,0.0,0.0
3001466,24/3/2022 19:10,2,1,1,1,670.0,670.0,0.0,0.0
3001467,24/3/2022 19:19,2,2,3,3,250.0,250.0,0.0,0.0
3001468,24/3/2022 19:19,2,2,3,3,75.0,75.0,0.0,0.0
3001469,24/3/2022 19:44,2,1,1,1,444.0,444.0,0.0,0.0
3001470,24/3/2022 20:01,2,2,6,3,204.0,204.0,0.0,0.0
3001471,24/3/2022 20:01,2,2,3,3,255.0,255.0,0.0,0.0
3001472,24/3/2022 20:13,2,2,4,3,90.0,90.0,0.0,0.0
3001473,24/3/2022 20:18,2,2,2,2,130.0,200.0,0.0,70.0
3001474,24/3/2022 20:32,2,1,1,1,433.0,433.0,0.0,0.0
3001475,25/3/2022 11:38,2,2,2,1,150.0,150.0,0.0,0.0
3001476,25/3/2022 11:43,2,2,5,3,330.0,330.0,0.0,0.0
3001477,25/3/2022 12:01,2,2,3,3,314.0,314.0,0.0,0.0
3001478,25/3/2022 12:10,2,2,3,3,409.0,409.0,0.0,0.0
3001479,25/3/2022 12:10,2,2,7,3,130.0,130.0,0.0,0.0
3001480,25/3/2022 12:35,2,2,7,3,130.0,130.0,0.0,0.0
3001481,25/3/2022 13:07,2,2,4,3,474.0,474.0,0.0,0.0
3001482,25/3/2022 13:10,2,1,1,1,1010.0,1010.0,0.0,0.0
3001483,25/3/2022 13:22,2,2,7,3,175.0,175.0,0.0,0.0
3001484,25/3/2022 13:31,2,2,2,2,110.0,110.0,0.0,0.0
3001485,25/3/2022 13:31,2,2,3,3,119.0,119.0,0.0,0.0
3001486,25/3/2022 13:31,2,2,3,3,369.0,369.0,0.0,0.0
3001487,25/3/2022 13:51,2,2,3,3,300.0,300.0,0.0,0.0
3001488,25/3/2022 14:20,2,1,1,2,470.0,500.0,0.0,30.0
3001489,25/3/2022 15:22,2,2,7,3,435.0,435.0,0.0,0.0
3001490,25/3/2022 15:36,2,1,1,1,172.0,172.0,0.0,0.0
3001491,25/3/2022 16:11,2,2,3,3,189.0,189.0,0.0,0.0
3001492,25/3/2022 16:18,2,2,7,3,279.0,279.0,0.0,0.0
3001493,25/3/2022 16:18,2,2,3,3,165.0,165.0,0.0,0.0
3001494,25/3/2022 16:51,2,2,2,1,65.0,65.0,0.0,0.0
3001495,25/3/2022 17:20,2,2,4,3,90.0,90.0,0.0,0.0
3001496,25/3/2022 17:57,2,1,1,1,359.0,359.0,0.0,0.0
3001497,25/3/2022 18:35,2,1,1,2,356.0,360.0,0.0,4.0
3001498,25/3/2022 19:13,2,2,7,3,165.0,165.0,0.0,0.0
3001499,25/3/2022 19:15,2,2,7,3,230.0,230.0,0.0,0.0
3001500,25/3/2022 19:30,2,2,7,3,80.0,80.0,0.0,0.0
3001501,25/3/2022 19:36,2,1,1,1,690.0,690.0,0.0,0.0
3001502,25/3/2022 19:48,2,1,1,1,489.0,489.0,0.0,0.0
3001503,25/3/2022 19:49,2,1,1,1,528.0,528.0,0.0,0.0
3001504,25/3/2022 19:57,2,2,7,3,170.0,170.0,0.0,0.0
3001505,25/3/2022 21:05,2,2,4,3,115.0,115.0,0.0,0.0
3001506,25/3/2022 21:09,2,1,1,1,389.0,389.0,0.0,0.0
3001507,25/3/2022 21:19,2,1,1,1,294.0,294.0,0.0,0.0
3001508,26/3/2022 12:58,2,2,2,1,20.0,20.0,0.0,0.0
3001509,26/3/2022 13:06,2,2,7,3,210.0,210.0,0.0,0.0
3001510,26/3/2022 14:33,2,2,3,3,489.0,489.0,0.0,0.0
3001511,26/3/2022 14:42,2,1,1,1,294.0,294.0,0.0,0.0
3001512,26/3/2022 14:58,2,2,6,3,105.0,105.0,0.0,0.0
3001514,26/3/2022 15:18,2,1,1,1,85.0,85.0,0.0,0.0
3001515,26/3/2022 15:22,2,1,1,1,239.0,239.0,0.0,0.0
3001516,26/3/2022 15:36,2,2,4,3,165.0,165.0,0.0,0.0
3001517,26/3/2022 16:10,2,2,2,2,130.0,500.0,0.0,370.0
3001518,26/3/2022 16:10,2,2,7,3,80.0,80.0,0.0,0.0
3001519,26/3/2022 17:01,2,2,4,3,592.0,592.0,0.0,0.0
3001520,26/3/2022 17:03,2,2,4,3,165.0,165.0,0.0,0.0
3001521,26/3/2022 17:26,2,2,4,3,534.0,534.0,0.0,0.0
3001522,26/3/2022 17:31,2,2,2,2,65.0,100.0,0.0,35.0
3001523,26/3/2022 18:06,2,2,6,3,204.0,204.0,0.0,0.0
3001524,26/3/2022 18:14,2,2,4,3,200.0,200.0,0.0,0.0
3001525,26/3/2022 18:22,2,2,4,3,294.0,294.0,0.0,0.0
3001526,26/3/2022 19:12,2,2,7,3,260.0,260.0,0.0,0.0
3001527,26/3/2022 19:18,2,2,2,2,280.0,300.0,0.0,20.0
3001528,26/3/2022 19:58,2,1,1,1,369.0,369.0,0.0,0.0
3001529,26/3/2022 20:14,2,2,4,3,300.0,300.0,0.0,0.0
3001530,26/3/2022 20:14,2,1,1,1,239.0,239.0,0.0,0.0
3001531,26/3/2022 20:16,2,1,1,1,199.0,199.0,0.0,0.0
3001532,26/3/2022 20:18,2,2,2,2,12.0,20.0,0.0,8.0
3001533,26/3/2022 20:30,2,1,1,1,215.0,215.0,0.0,0.0
3001534,26/3/2022 20:36,2,1,1,2,374.0,374.0,0.0,0.0
3001535,26/3/2022 20:37,2,1,1,1,410.0,410.0,0.0,0.0
3001536,26/3/2022 20:37,2,1,1,1,775.0,775.0,0.0,0.0
3001537,26/3/2022 20:56,2,2,4,3,324.0,324.0,0.0,0.0
3001538,26/3/2022 20:56,2,2,7,3,234.0,234.0,0.0,0.0
3001539,26/3/2022 21:01,2,2,7,3,245.0,245.0,0.0,0.0
3001540,26/3/2022 21:32,2,1,1,1,199.0,199.0,0.0,0.0
3001541,26/3/2022 21:32,2,2,3,3,408.0,408.0,0.0,0.0
3001542,26/3/2022 21:37,2,2,4,3,255.0,255.0,0.0,0.0
3001543,26/3/2022 21:45,2,1,1,2,613.0,1000.0,0.0,387.0
3001544,26/3/2022 22:04,2,2,4,3,250.0,250.0,0.0,0.0
3001545,26/3/2022 22:55,2,1,1,1,65.0,65.0,0.0,0.0
3001546,26/3/2022 22:57,2,2,4,3,165.0,165.0,0.0,0.0
3001547,26/3/2022 23:10,2,2,4,3,279.0,279.0,0.0,0.0
3001548,26/3/2022 23:22,2,2,2,1,185.0,185.0,0.0,0.0
3001549,26/3/2022 23:32,2,2,3,3,374.0,374.0,0.0,0.0
3001550,28/3/2022 11:25,2,2,4,3,354.0,354.0,0.0,0.0
3001551,28/3/2022 11:32,2,2,4,3,384.0,384.0,0.0,0.0
3001552,28/3/2022 11:38,2,2,2,2,130.0,200.0,0.0,70.0
3001553,28/3/2022 11:50,2,2,4,3,414.0,414.0,0.0,0.0
3001554,28/3/2022 11:50,2,2,7,3,290.0,290.0,0.0,0.0
3001555,28/3/2022 11:50,2,2,6,3,150.0,150.0,0.0,0.0
3001556,28/3/2022 11:50,2,2,3,3,105.0,105.0,0.0,0.0
3001557,28/3/2022 12:10,2,2,3,3,115.0,115.0,0.0,0.0
3001558,28/3/2022 12:14,2,2,4,3,180.0,180.0,0.0,0.0
3001559,28/3/2022 12:31,2,2,7,3,295.0,295.0,0.0,0.0
3001560,28/3/2022 12:36,2,2,4,3,90.0,90.0,0.0,0.0
3001561,28/3/2022 12:55,2,1,1,2,414.0,514.0,0.0,100.0
3001562,28/3/2022 13:44,2,1,1,1,1400.0,1400.0,0.0,0.0
3001563,28/3/2022 13:45,2,2,4,3,190.0,190.0,0.0,0.0
3001564,28/3/2022 14:35,2,2,2,3,225.0,225.0,0.0,0.0
3001565,28/3/2022 14:49,2,2,3,3,430.0,430.0,0.0,0.0
3001566,28/3/2022 15:27,2,2,4,3,565.0,565.0,0.0,0.0
3001567,28/3/2022 16:08,2,2,6,3,244.0,244.0,0.0,0.0
3001568,28/3/2022 16:44,2,2,2,2,110.0,110.0,0.0,0.0
3001569,28/3/2022 17:02,2,2,4,3,180.0,180.0,0.0,0.0
3001570,28/3/2022 17:04,2,2,4,3,190.0,190.0,0.0,0.0
3001571,28/3/2022 17:14,2,2,7,3,260.0,260.0,0.0,0.0
3001572,28/3/2022 17:26,2,2,3,3,115.0,115.0,0.0,0.0
3001573,28/3/2022 18:12,2,2,4,3,513.0,513.0,0.0,0.0
3001574,28/3/2022 18:44,2,2,7,3,240.0,240.0,0.0,0.0
3001575,28/3/2022 18:55,2,1,1,1,324.0,324.0,0.0,0.0
3001576,28/3/2022 19:00,2,2,3,3,318.0,318.0,0.0,0.0
3001577,28/3/2022 19:13,2,2,6,3,225.0,225.0,0.0,0.0
3001578,28/3/2022 19:26,2,2,7,3,90.0,90.0,0.0,0.0
3001579,28/3/2022 19:26,2,2,7,3,224.0,224.0,0.0,0.0
3001580,28/3/2022 19:38,2,2,2,2,110.0,120.0,0.0,10.0
3001581,28/3/2022 19:44,2,2,7,3,65.0,65.0,0.0,0.0
3001582,28/3/2022 20:15,2,1,1,1,77.0,77.0,0.0,0.0
3001583,28/3/2022 20:31,2,2,6,3,225.0,225.0,0.0,0.0
3001584,28/3/2022 20:31,2,2,3,3,90.0,90.0,0.0,0.0
3001585,28/3/2022 20:32,2,2,6,3,165.0,165.0,0.0,0.0
3001586,28/3/2022 20:35,2,2,7,3,190.0,190.0,0.0,0.0
3001587,28/3/2022 20:38,2,2,2,1,65.0,65.0,0.0,0.0
3001588,29/3/2022 10:14,2,2,2,2,20.0,20.0,0.0,0.0
3001589,29/3/2022 11:25,2,2,2,1,130.0,130.0,0.0,0.0
3001590,29/3/2022 11:25,2,2,7,3,130.0,130.0,0.0,0.0
3001591,29/3/2022 11:35,2,2,4,3,90.0,90.0,0.0,0.0
3001592,29/3/2022 11:49,2,2,6,3,369.0,369.0,0.0,0.0
3001593,29/3/2022 11:59,2,1,1,2,335.0,400.0,0.0,65.0
3001594,29/3/2022 12:10,2,1,1,2,365.0,500.0,0.0,135.0
3001595,29/3/2022 12:18,2,1,1,2,294.0,300.0,0.0,6.0
3001596,29/3/2022 12:23,2,2,2,2,395.0,400.0,0.0,5.0
3001597,29/3/2022 12:32,2,1,1,1,294.0,294.0,0.0,0.0
3001598,29/3/2022 12:36,2,2,2,2,110.0,110.0,0.0,0.0
3001599,29/3/2022 12:38,2,2,4,3,219.0,219.0,0.0,0.0
3001600,29/3/2022 12:38,2,2,3,3,90.0,90.0,0.0,0.0
3001601,29/3/2022 12:38,2,2,3,3,90.0,90.0,0.0,0.0
3001602,29/3/2022 12:38,2,2,6,3,105.0,105.0,0.0,0.0
3001603,29/3/2022 13:01,2,1,1,2,995.0,1000.0,0.0,5.0
3001604,29/3/2022 13:04,2,1,1,1,239.0,239.0,0.0,0.0
3001605,29/3/2022 13:16,2,2,4,3,418.0,418.0,0.0,0.0
3001606,29/3/2022 13:16,2,2,6,3,180.0,180.0,0.0,0.0
3001607,29/3/2022 13:50,2,2,7,3,65.0,65.0,0.0,0.0
3001608,29/3/2022 13:58,2,1,1,2,87.0,100.0,0.0,13.0
3001609,29/3/2022 15:18,2,1,1,1,217.0,217.0,0.0,0.0
3001610,29/3/2022 15:26,2,1,1,1,142.0,142.0,0.0,0.0
3001611,29/3/2022 15:30,2,2,4,3,225.0,225.0,0.0,0.0
3001612,29/3/2022 15:30,2,2,4,3,165.0,165.0,0.0,0.0
3001613,29/3/2022 15:30,2,2,6,3,250.0,250.0,0.0,0.0
3001614,29/3/2022 15:34,2,2,4,3,504.0,504.0,0.0,0.0
3001615,29/3/2022 16:30,2,2,7,3,360.0,360.0,0.0,0.0
3001616,29/3/2022 17:10,2,2,7,3,325.0,325.0,0.0,0.0
3001617,29/3/2022 17:23,2,2,2,1,290.0,290.0,0.0,0.0
3001618,29/3/2022 17:50,2,2,7,3,65.0,65.0,0.0,0.0
3001619,29/3/2022 18:03,2,1,1,2,219.0,1000.0,0.0,781.0
3001620,29/3/2022 18:39,2,2,3,3,314.0,314.0,0.0,0.0
3001621,29/3/2022 18:39,2,2,7,3,259.0,259.0,0.0,0.0
3001622,29/3/2022 18:40,2,2,4,3,205.0,205.0,0.0,0.0
3001623,29/3/2022 19:14,2,1,1,2,75.0,100.0,0.0,25.0
3001624,29/3/2022 19:30,2,2,2,2,110.0,120.0,0.0,10.0
3001625,29/3/2022 19:35,2,1,1,2,349.0,400.0,0.0,51.0
3001626,29/3/2022 19:44,2,1,1,1,298.0,298.0,0.0,0.0
3001628,29/3/2022 20:31,2,1,1,1,20.0,20.0,0.0,0.0
3001629,29/3/2022 20:32,2,1,1,1,20.0,20.0,0.0,0.0
3001630,29/3/2022 20:32,2,1,1,1,65.0,65.0,0.0,0.0
3001631,29/3/2022 20:32,2,1,1,1,20.0,20.0,0.0,0.0
3001632,29/3/2022 20:49,2,1,1,1,389.0,389.0,0.0,0.0
3001633,29/3/2022 20:50,2,2,6,3,329.0,329.0,0.0,0.0
3001634,30/3/2022 10:35,2,2,2,2,110.0,500.0,0.0,390.0
3001635,30/3/2022 11:58,2,2,7,3,80.0,80.0,0.0,0.0
3001636,30/3/2022 12:21,2,2,4,3,90.0,90.0,0.0,0.0
3001637,30/3/2022 12:22,2,1,1,1,142.0,142.0,0.0,0.0
3001638,30/3/2022 12:30,2,2,6,3,190.0,190.0,0.0,0.0
3001639,30/3/2022 12:34,2,2,2,1,65.0,65.0,0.0,0.0
3001640,30/3/2022 12:36,2,2,2,1,165.0,165.0,0.0,0.0
3001641,30/3/2022 13:02,2,1,1,1,190.0,190.0,0.0,0.0
3001642,30/3/2022 13:03,2,2,4,3,369.0,369.0,0.0,0.0
3001643,30/3/2022 13:03,2,2,4,3,130.0,130.0,0.0,0.0
3001644,30/3/2022 13:19,2,2,4,3,355.0,355.0,0.0,0.0
3001645,30/3/2022 13:29,2,2,2,1,465.0,465.0,0.0,0.0
3001646,30/3/2022 13:38,2,2,2,1,480.0,480.0,0.0,0.0
3001647,30/3/2022 13:59,2,1,1,2,120.0,120.0,0.0,0.0
3001648,30/3/2022 15:09,2,2,4,3,175.0,175.0,0.0,0.0
3001649,30/3/2022 16:46,2,2,7,3,324.0,324.0,0.0,0.0
3001650,30/3/2022 16:46,2,2,3,3,180.0,180.0,0.0,0.0
3001651,30/3/2022 18:09,2,2,6,3,165.0,165.0,0.0,0.0
3001652,30/3/2022 18:30,2,2,7,3,80.0,80.0,0.0,0.0
3001653,30/3/2022 18:35,2,1,1,1,305.0,305.0,0.0,0.0
3001654,30/3/2022 18:35,2,2,5,3,150.0,150.0,0.0,0.0
3001655,30/3/2022 19:29,2,1,1,2,209.0,1000.0,0.0,791.0
3001656,30/3/2022 19:44,2,1,1,1,142.0,142.0,0.0,0.0
3001657,30/3/2022 19:49,2,1,1,1,112.0,112.0,0.0,0.0
3001658,30/3/2022 19:56,2,2,7,3,295.0,295.0,0.0,0.0
3001659,30/3/2022 20:16,2,1,1,1,300.0,300.0,0.0,0.0
3001660,30/3/2022 20:20,2,2,4,3,204.0,204.0,0.0,0.0
3001661,30/3/2022 20:20,2,2,4,3,250.0,250.0,0.0,0.0
3001662,30/3/2022 20:42,2,2,2,1,220.0,220.0,0.0,0.0
3001663,31/3/2022 11:34,2,1,1,2,65.0,70.0,0.0,5.0
3001664,31/3/2022 11:39,2,2,7,3,65.0,65.0,0.0,0.0
3001665,31/3/2022 12:06,2,2,3,3,180.0,180.0,0.0,0.0
3001666,31/3/2022 12:31,2,2,2,3,90.0,90.0,0.0,0.0
3001667,31/3/2022 12:35,2,1,1,2,87.0,90.0,0.0,3.0
3001668,31/3/2022 12:52,2,2,4,3,90.0,90.0,0.0,0.0
3001669,31/3/2022 12:53,2,2,6,3,480.0,480.0,0.0,0.0
3001670,31/3/2022 12:53,2,2,6,3,165.0,165.0,0.0,0.0
3001671,31/3/2022 12:54,2,2,7,3,409.0,409.0,0.0,0.0
3001672,31/3/2022 13:01,2,2,3,3,264.0,264.0,0.0,0.0
3001673,31/3/2022 13:36,2,2,4,3,90.0,90.0,0.0,0.0
3001674,31/3/2022 13:36,2,2,4,3,180.0,180.0,0.0,0.0
3001675,31/3/2022 13:37,2,2,3,3,574.0,574.0,0.0,0.0
3001676,31/3/2022 13:39,2,2,7,3,145.0,145.0,0.0,0.0
3001677,31/3/2022 13:40,2,2,7,3,390.0,390.0,0.0,0.0
3001678,31/3/2022 13:42,2,1,1,1,140.0,140.0,0.0,0.0
3001679,31/3/2022 13:46,2,2,7,3,195.0,195.0,0.0,0.0
3001680,31/3/2022 14:04,2,2,7,3,80.0,80.0,0.0,0.0
3001681,31/3/2022 14:13,2,2,3,3,285.0,285.0,0.0,0.0
3001682,31/3/2022 15:41,2,2,2,1,100.0,100.0,0.0,0.0
3001683,31/3/2022 15:45,2,1,1,1,87.0,87.0,0.0,0.0
3001684,31/3/2022 16:27,2,2,5,3,90.0,90.0,0.0,0.0
3001685,31/3/2022 16:27,2,2,4,3,384.0,384.0,0.0,0.0
3001686,31/3/2022 16:56,2,1,1,1,556.0,556.0,0.0,0.0
3001687,31/3/2022 17:47,2,2,2,1,410.0,410.0,0.0,0.0
3001688,31/3/2022 17:58,2,1,1,1,85.0,85.0,0.0,0.0
3001689,31/3/2022 18:40,2,2,7,3,384.0,384.0,0.0,0.0
3001690,31/3/2022 18:54,2,2,3,3,549.0,549.0,0.0,0.0
3001691,31/3/2022 18:59,2,1,1,1,610.0,610.0,0.0,0.0
3001692,31/3/2022 19:30,2,2,3,3,340.0,340.0,0.0,0.0
3001693,31/3/2022 19:36,2,1,1,2,760.0,760.0,0.0,0.0
3001694,31/3/2022 19:49,2,2,6,3,290.0,290.0,0.0,0.0
3001695,31/3/2022 19:51,2,2,6,3,384.0,384.0,0.0,0.0
3001696,31/3/2022 19:52,2,1,1,1,452.0,452.0,0.0,0.0
3001697,31/3/2022 20:33,2,2,3,3,75.0,75.0,0.0,0.0
3001698,31/3/2022 20:42,2,2,4,3,150.0,150.0,0.0,0.0
3001699,1/4/2022 11:20,2,2,6,3,265.0,265.0,0.0,0.0
3001700,1/4/2022 11:22,2,2,2,2,55.0,55.0,0.0,0.0
3001701,1/4/2022 11:43,2,1,1,2,199.0,500.0,0.0,301.0
3001702,1/4/2022 11:49,2,2,4,3,345.0,345.0,0.0,0.0
3001703,1/4/2022 12:19,2,2,2,2,55.0,60.0,0.0,5.0
3001704,1/4/2022 12:22,2,2,4,3,180.0,180.0,0.0,0.0
3001705,1/4/2022 12:22,2,2,3,3,240.0,240.0,0.0,0.0
3001706,1/4/2022 12:29,2,2,5,3,165.0,165.0,0.0,0.0
3001707,1/4/2022 12:38,2,2,2,2,65.0,105.0,0.0,40.0
3001708,1/4/2022 12:41,2,2,3,3,220.0,220.0,0.0,0.0
3001709,1/4/2022 13:06,2,1,1,2,65.0,65.0,0.0,0.0
3001710,1/4/2022 14:43,2,1,1,1,294.0,294.0,0.0,0.0
3001711,1/4/2022 14:48,2,2,7,3,160.0,160.0,0.0,0.0
3001712,1/4/2022 15:23,2,1,1,1,551.0,551.0,0.0,0.0
3001713,1/4/2022 15:27,2,2,2,3,255.0,255.0,0.0,0.0
3001714,1/4/2022 16:19,2,1,1,1,300.0,300.0,0.0,0.0
3001715,1/4/2022 16:20,2,2,4,3,90.0,90.0,0.0,0.0
3001716,1/4/2022 16:26,2,2,2,2,65.0,100.0,0.0,35.0
3001717,1/4/2022 16:32,2,2,7,3,345.0,345.0,0.0,0.0
3001718,1/4/2022 16:32,2,2,6,3,255.0,255.0,0.0,0.0
3001719,1/4/2022 16:47,2,2,2,1,185.0,185.0,0.0,0.0
3001720,1/4/2022 16:47,2,2,5,3,150.0,150.0,0.0,0.0
3001721,1/4/2022 16:47,2,2,5,3,105.0,105.0,0.0,0.0
3001722,1/4/2022 17:23,2,2,3,3,165.0,165.0,0.0,0.0
3001723,1/4/2022 17:23,2,2,3,3,704.0,704.0,0.0,0.0
3001724,1/4/2022 17:39,2,2,2,2,120.0,120.0,0.0,0.0
3001725,1/4/2022 17:57,2,2,4,3,474.0,474.0,0.0,0.0
3001726,1/4/2022 17:57,2,2,7,3,310.0,310.0,0.0,0.0
3001727,1/4/2022 17:57,2,2,4,3,264.0,264.0,0.0,0.0
3001728,1/4/2022 17:58,2,2,5,3,175.0,175.0,0.0,0.0
3001729,1/4/2022 18:15,2,1,1,1,359.0,359.0,0.0,0.0
